loss,hidden_dim,layer_dim,dropout,residxSD, residxQE, residxSV, residxPR, residxHD, residexTL, resvalSD,resvalQE,resvalSV,resvalPR,resvalHD,resvalTL
MSELoss(),32,4,0.1,7,11,0,1,11,6,0.029,-0.006,0.046,0.155,0.063,0.057
MSELoss(),32,4,0.1,9,8,0,1,6,9,0.028,-0.015,0.042,0.15,0.064,0.058
MSELoss(),32,4,0.1,8,9,0,1,5,4,0.026,-0.013,0.051,0.146,0.063,0.057
BCELoss(),32,4,0.1,10,13,0,1,12,7,0.03,0.0,0.045,0.154,0.067,0.185
BCELoss(),32,4,0.1,15,15,0,0,3,6,0.033,0.003,0.05,0.151,0.069,0.185
BCELoss(),32,4,0.1,14,7,0,0,8,6,0.031,-0.016,0.057,0.149,0.07,0.186
BCELoss(),32,4,0.1,9,10,0,1,11,11,0.132,0.015,0.044,0.152,0.147,0.181
BCELoss(),32,4,0.1,8,10,0,1,5,4,0.029,-0.013,0.044,0.16,0.069,0.186
MSELoss(),32,4,0.2,15,15,0,1,13,15,0.154,0.03,0.046,0.154,0.139,0.056
MSELoss(),32,4,0.2,13,13,0,1,11,13,0.143,0.014,0.043,0.149,0.165,0.055
MSELoss(),32,4,0.2,10,11,0,2,3,4,0.029,-0.007,0.042,0.148,0.074,0.057
MSELoss(),32,4,0.2,11,9,0,2,5,10,0.03,-0.014,0.045,0.153,0.067,0.057
MSELoss(),32,4,0.2,10,0,0,1,3,10,0.028,-0.026,0.041,0.158,0.069,0.057
BCELoss(),32,4,0.2,12,13,0,1,11,10,0.132,0.022,0.044,0.156,0.151,0.184
BCELoss(),32,4,0.2,8,10,0,0,10,7,0.03,-0.004,0.043,0.152,0.07,0.185
BCELoss(),32,4,0.2,8,11,0,1,6,4,0.028,-0.008,0.042,0.146,0.067,0.185
BCELoss(),32,4,0.2,14,14,0,0,15,14,0.133,-0.004,0.045,0.146,0.127,0.182
BCELoss(),32,4,0.2,8,10,0,1,4,4,0.026,-0.009,0.049,0.155,0.065,0.185
MSELoss(),32,8,0.1,9,10,0,0,2,11,0.03,-0.012,0.049,0.16,0.071,0.057
MSELoss(),32,8,0.1,12,12,8,3,1,4,0.029,-0.008,0.056,0.165,0.074,0.057
MSELoss(),32,8,0.1,10,9,1,1,1,3,0.028,-0.016,0.047,0.164,0.066,0.057
MSELoss(),32,8,0.1,9,10,2,1,2,6,0.028,-0.016,0.051,0.172,0.08,0.057
MSELoss(),32,8,0.1,7,8,1,1,6,4,0.027,-0.016,0.046,0.164,0.07,0.057
BCELoss(),32,8,0.1,12,10,8,0,8,8,0.029,0.004,0.053,0.165,0.068,0.185
BCELoss(),32,8,0.1,8,10,2,0,10,7,0.028,-0.001,0.056,0.166,0.068,0.186
BCELoss(),32,8,0.1,11,11,6,0,3,3,0.027,-0.004,0.053,0.162,0.067,0.185
BCELoss(),32,8,0.1,11,10,1,1,3,4,0.028,-0.005,0.053,0.174,0.072,0.185
BCELoss(),32,8,0.1,9,11,2,1,2,5,0.027,-0.008,0.058,0.165,0.072,0.185
MSELoss(),32,8,0.2,11,7,2,1,1,6,0.029,-0.016,0.049,0.164,0.067,0.057
MSELoss(),32,8,0.2,13,12,0,1,1,11,0.029,-0.008,0.049,0.174,0.075,0.057
MSELoss(),32,8,0.2,4,8,0,0,5,9,0.03,-0.012,0.049,0.164,0.07,0.058
MSELoss(),32,8,0.2,7,9,1,1,1,4,0.027,-0.012,0.053,0.161,0.075,0.057
MSELoss(),32,8,0.2,11,8,0,1,1,6,0.029,-0.008,0.044,0.173,0.072,0.057
BCELoss(),32,8,0.2,6,10,1,1,1,5,0.027,-0.008,0.055,0.171,0.078,0.185
BCELoss(),32,8,0.2,13,13,0,0,4,7,0.029,-0.008,0.049,0.167,0.072,0.185
BCELoss(),32,8,0.2,11,8,2,0,1,6,0.027,-0.004,0.057,0.163,0.073,0.185
BCELoss(),32,8,0.2,13,7,0,0,3,5,0.027,-0.005,0.045,0.166,0.071,0.185
BCELoss(),32,8,0.2,9,11,9,1,4,5,0.028,0.004,0.053,0.178,0.067,0.185
MSELoss(),32,16,0.1,8,9,1,0,2,9,0.027,-0.009,0.048,0.167,0.071,0.057
MSELoss(),32,16,0.1,11,10,0,0,6,4,0.028,-0.004,0.051,0.167,0.068,0.057
MSELoss(),32,16,0.1,10,10,9,1,4,6,0.027,-0.012,0.054,0.165,0.07,0.057
MSELoss(),32,16,0.1,4,11,1,1,3,4,0.028,-0.012,0.056,0.172,0.069,0.057
MSELoss(),32,16,0.1,4,4,0,0,5,9,0.033,-0.02,0.048,0.165,0.074,0.057
BCELoss(),32,16,0.1,13,12,10,0,10,7,0.031,0.003,0.051,0.167,0.066,0.185
BCELoss(),32,16,0.1,5,7,7,0,2,4,0.031,-0.008,0.056,0.172,0.07,0.185
BCELoss(),32,16,0.1,9,10,12,1,10,9,0.031,0.0,0.054,0.17,0.069,0.185
BCELoss(),32,16,0.1,15,16,1,0,3,6,0.032,0.008,0.048,0.167,0.071,0.185
BCELoss(),32,16,0.1,8,12,9,0,2,7,0.032,0.003,0.052,0.167,0.073,0.185
MSELoss(),32,16,0.2,12,11,1,1,4,7,0.028,-0.004,0.05,0.176,0.068,0.057
MSELoss(),32,16,0.2,10,4,1,1,1,3,0.028,-0.02,0.056,0.17,0.078,0.057
MSELoss(),32,16,0.2,10,9,1,0,10,4,0.03,-0.008,0.048,0.167,0.063,0.057
MSELoss(),32,16,0.2,10,6,0,1,2,4,0.029,-0.016,0.048,0.172,0.07,0.058
MSELoss(),32,16,0.2,2,9,0,0,2,8,0.029,-0.012,0.051,0.167,0.074,0.057
BCELoss(),32,16,0.2,8,9,4,0,3,3,0.03,-0.005,0.055,0.172,0.064,0.185
BCELoss(),32,16,0.2,7,10,0,0,1,3,0.027,-0.0,0.053,0.165,0.082,0.185
BCELoss(),32,16,0.2,8,9,1,0,1,4,0.028,-0.005,0.048,0.161,0.066,0.185
BCELoss(),32,16,0.2,6,9,0,0,3,6,0.033,-0.005,0.051,0.167,0.075,0.185
BCELoss(),32,16,0.2,11,8,1,0,1,2,0.031,-0.005,0.055,0.172,0.072,0.185
