"Begin Time - hh:mm:ss.ms","End Time - hh:mm:ss.ms","Duration - hh:mm:ss.ms","default","Experimenter","P2","P1","Experimenter 2"
00:19:40.210,00:19:42.578,00:00:02.368,,,"yeah okay",,
00:19:45.231,00:19:53.640,00:00:08.409,,,"pause filler okay so this is forty-nine and",,
00:19:55.426,00:19:57.790,00:00:02.364,,,,"wait where do you get forty-nine n from",
00:19:58.848,00:20:02.739,00:00:03.891,,,"oh wow I (laughter) that was wrong",,
00:20:03.218,00:20:12.367,00:00:09.149,,,,"yeah so I would do n minus ninety-nine",
00:20:12.836,00:20:13.395,00:00:00.559,,,"equals",,
00:20:13.395,00:20:19.072,00:00:05.677,,,,"wait hold on equals one hundred n minus n",
00:20:20.020,00:20:24.011,00:00:03.991,,,"okay and then seven wait yeah",,
00:20:24.649,00:20:32.900,00:00:08.251,,,,"so then you get negative ninety-nine equals ninety-nine and (inaudible) nine over ninety-nine wow",
00:20:32.900,00:20:39.368,00:00:06.468,,,,"so many big numbers and yet you just get negative one what a waste of math",
00:20:41.061,00:20:43.955,00:00:02.894,,,,"pause filler so how would you start this",
00:20:44.514,00:20:49.114,00:00:04.600,,,"pause filler I subtracted the seven because why not",,
00:20:49.852,00:20:50.341,00:00:00.489,,,,"forty",
00:20:52.160,00:20:53.893,00:00:01.733,,,"you subtract the g",,
00:20:52.521,00:20:53.010,00:00:00.489,,,,"forty",
00:20:54.811,00:20:58.073,00:00:03.262,,,"and then you have g equals four",,
00:21:01.240,00:21:01.800,00:00:00.560,,,"boom",,
00:21:02.907,00:21:04.721,00:00:01.814,,,,"wait hold on I want to make sure that's right",
00:21:10.631,00:21:17.719,00:00:07.088,,,,"yup wait isn't eighteen minus seven wait oh never mind",
00:21:17.719,00:21:18.557,00:00:00.838,,,,"you did differently than me",
00:21:18.557,00:21:21.729,00:00:03.172,,,,"you know what I screwed up I can't math",
00:21:22.178,00:21:24.400,00:00:02.222,,,,"I'm terrible at math like wow",
00:21:25.680,00:21:28.584,00:00:02.904,,,"pause filler okay so this is",,
00:21:28.584,00:21:31.318,00:00:02.734,,,"you subtract the ten m",,
00:21:31.837,00:21:40.058,00:00:08.221,,,"so you have wait what negative nine equals",,
00:21:41.425,00:21:43.979,00:00:02.554,,,,"and then you can add the nine right",
00:21:45.555,00:21:47.880,00:00:02.325,,,"well you have the twenty-seven to the other side right",,
00:21:48.349,00:21:50.260,00:00:01.911,,,,"oh yup you're right",
00:21:51.921,00:21:54.166,00:00:02.245,,,"what's negative nine plus twenty-seven",,
00:21:54.924,00:21:55.593,00:00:00.669,,,,"eighteen",
00:21:56.411,00:21:58.256,00:00:01.845,,,"oh thanks",,
00:22:00.199,00:22:02.287,00:00:02.088,,,,"and then divide out by negative nine",
00:22:02.287,00:22:04.901,00:00:02.614,,,,"so then what did you get m equals what",
00:22:05.400,00:22:07.416,00:00:02.016,,,"negative two",,
00:22:07.416,00:22:08.663,00:00:01.247,,,,"that's what I got",
00:22:08.753,00:22:10.359,00:00:01.606,,,,"so it's probably right",
00:22:11.327,00:22:13.380,00:00:02.053,,,,"okay go to the next one I guess",
00:22:14.140,00:22:14.722,00:00:00.582,,,"yup",,
00:22:16.545,00:22:22.132,00:00:05.587,,,"pause filler minus subtract the pause filler eight y",,
00:22:22.132,00:22:25.644,00:00:03.512,,,"so you have negative seven y equals",,
00:22:25.644,00:22:26.692,00:00:01.048,,,"add the eleven",,
00:22:27.061,00:22:27.779,00:00:00.718,,,,"thirty-five",
00:22:27.779,00:22:28.498,00:00:00.719,,,"thirty-five",,
00:22:29.126,00:22:33.870,00:00:04.744,,,,"and then you get y equals negative five",
00:22:30.032,00:22:33.870,00:00:03.838,,,"y equals negative five",,
00:22:35.530,00:22:38.994,00:00:03.464,,,,"oh what was really really not that hard okay",
00:22:39.533,00:22:42.900,00:00:03.367,,,,"so I would personally subtract the nineteen first",
00:22:44.544,00:22:46.276,00:00:01.732,,,"oh wait",,
00:22:46.470,00:22:49.860,00:00:03.390,,,,"because I don't less negatives",
00:22:52.071,00:22:55.990,00:00:03.919,,,"fifty-three minus twenty-eight is five",,
00:23:02.620,00:23:04.571,00:00:01.951,,,,"oh it's going to be a fraction again",
00:23:09.828,00:23:10.682,00:00:00.854,,,,"this one you get ",
00:23:13.540,00:23:19.103,00:00:05.563,,,,"pause filler negative ten do you get negative ten point two",
00:23:20.031,00:23:21.228,00:00:01.197,,,"one second pause filler",,
00:23:23.682,00:23:24.999,00:00:01.317,,,,"it's a it's a fraction",
00:23:24.999,00:23:26.127,00:00:01.128,,,,"but I made it that small",
00:23:26.127,00:23:27.703,00:00:01.576,,,,"because I feel like being fancy",
00:23:30.387,00:23:33.560,00:00:03.173,,,,"because one fifth is zero point two",
00:23:34.009,00:23:36.643,00:00:02.634,,,,"I think I'm finally figuring out how to write with this thing",
00:23:37.591,00:23:42.021,00:00:04.430,,,"yes same okay I got negative two",,
00:23:42.021,00:23:43.727,00:00:01.706,,,"add one twenty fifths",,
00:23:44.715,00:23:46.890,00:00:02.175,,,,"what wait how did you get that",
00:23:46.939,00:23:49.983,00:00:03.044,,,"pause filler wait thirty",,
00:23:50.332,00:23:57.535,00:00:07.203,,,,"twenty you forgot the other side existed thing wait",
00:23:57.535,00:23:58.623,00:00:01.088,,,,"show all the work for it",
00:23:58.623,00:23:59.750,00:00:01.127,,,,"hold on clear it",
00:24:00.439,00:24:02.963,00:00:02.524,,,"it's all up here in green up here",,
00:24:02.963,00:24:06.216,00:00:03.253,,,,"hold on but can you like show each step out",
00:24:06.216,00:24:08.111,00:00:01.895,,,,"so I can see what you did",
00:24:08.111,00:24:10.775,00:00:02.664,,,,"because you should get that from what I understand",
00:24:10.775,00:24:12.611,00:00:01.836,,,,"can you clear it",
00:24:12.841,00:24:15.894,00:00:03.053,,,,"how do I why can't I not clear it",
00:24:20.862,00:24:21.521,00:00:00.659,,,,"oh clear",
00:24:25.032,00:24:26.629,00:00:01.597,,,"I'm trying to like erase it all",,
00:24:26.629,00:24:29.154,00:00:02.525,,,,"but where's the erasing button",
00:24:29.712,00:24:31.269,00:00:01.557,,,"it's on the side it's like",,
00:24:31.269,00:24:34.581,00:00:03.312,,,,"oh thank you oh my god thank you I didn't even know it existed",
00:24:36.537,00:24:37.944,00:00:01.407,,,,"I'm erasing at all",
00:24:39.650,00:24:48.230,00:00:08.580,,,,"okay got it I wish you can make the eraser a little",
00:24:47.732,00:24:48.440,00:00:00.708,,,"bigger yeah",,
00:24:49.038,00:24:52.435,00:00:03.397,,,,"i feel like I'm scratching the touchscreen every time I write on it",
00:24:55.723,00:24:57.459,00:00:01.736,,,"okay starting over",,
00:24:59.534,00:24:59.704,00:00:00.170,,,,"okay",
00:25:02.119,00:25:06.908,00:00:04.789,,,"so I started by subtracting the twenty-eight d from the fifty-three",,
00:25:06.908,00:25:21.205,00:00:14.297,,,"so fifty-three minus twenty-eight equals twenty-five right",,
00:25:21.205,00:25:25.835,00:00:04.630,,,"and then you have twenty-five d",,
00:25:26.663,00:25:26.822,00:00:00.159,,,,"right",
00:25:26.872,00:25:28.229,00:00:01.357,,,"and then you do",,
00:25:28.409,00:25:30.893,00:00:02.484,,,"you subtract the seventy from that side",,
00:25:31.700,00:25:32.189,00:00:00.489,,,,"right",
00:25:31.940,00:25:42.337,00:00:10.397,,,"and then you do seventy minus nineteen equals pause filler fifty-one",,
00:25:43.016,00:25:45.929,00:00:02.913,,,"so that's negative fifty-one",,
00:25:46.428,00:25:48.862,00:00:02.434,,,,"the time on my computer is really off",
00:25:49.960,00:25:51.157,00:00:01.197,,,"what does it say",,
00:25:51.157,00:25:53.562,00:00:02.405,,,,"six zero five and then it's five thirty-two",
00:25:54.154,00:25:55.000,00:00:00.846,,,"that's what mine says",,
00:25:56.250,00:26:04.750,00:00:08.500,,,"and then d equals negative fifty-one twenty-five",,
00:26:06.053,00:26:11.112,00:00:05.059,,,"or that equals negative two one",,
00:26:12.469,00:26:13.417,00:00:00.948,,,"that�s what I got",,
00:26:13.456,00:26:14.654,00:00:01.198,,,"I mean I think it's right",,
00:26:16.071,00:26:19.752,00:00:03.681,,,,"oh wait yeah well yeah I think you're right",
00:26:20.520,00:26:20.962,00:00:00.442,,,"okay",,
00:26:29.650,00:26:31.166,00:00:01.516,,,,"I'm not even going to write",
00:26:31.296,00:26:32.550,00:00:01.254,,,,"I just look (inaudible)",
00:27:18.469,00:27:22.230,00:00:03.761,,,,"we get the same answer yeah that�s",
00:27:22.490,00:27:25.144,00:00:02.654,,,,"you're allowed to leave it as an improper fraction",
00:27:25.632,00:27:26.002,00:00:00.370,,,"oh okay",,
00:27:26.840,00:27:29.234,00:00:02.394,,,,"my math teacher always tells that",
00:27:30.791,00:27:33.295,00:00:02.504,,,"okay so we subtract the y",,
00:27:33.295,00:27:38.773,00:00:05.478,,,"twelve y equals is that a negative oh my gosh",,
00:27:39.671,00:27:53.179,00:00:13.508,,,,"negative ninety right no negative hundred negative hundred right twenty-seven (inaudible)",
00:27:53.182,00:27:53.729,00:00:00.547,,,"yeah it's a hundred",,
00:27:59.205,00:28:01.973,00:00:02.768,,,,"I put slashes through my zeros so (inaudible) I'm weird",
00:28:05.590,00:28:07.498,00:00:01.908,,,"yeah that boom",,
00:28:08.043,00:28:10.291,00:00:02.248,,,,"all right next problem",
00:28:12.446,00:28:17.714,00:00:05.268,,,"pause filler okay so subtract that twenty",,
00:28:19.879,00:28:21.505,00:00:01.626,,,"wait there's a person",,
00:28:23.232,00:28:25.776,00:00:02.544,,,,,"so now (inaudible) and you're going to"
00:28:25.776,00:28:28.200,00:00:02.424,,"let's end the first session",,,
00:28:28.200,00:28:28.559,00:00:00.359,,,,"hello",
00:28:29.128,00:28:30.802,00:00:01.674,,"pause filler congratulations",,,
00:28:31.640,00:28:32.325,00:00:00.685,,,,"thank you",
00:28:32.324,00:28:35.983,00:00:03.659,,"pause filler so we can have a little break switch and tutor you pause filler",,,
00:28:36.481,00:28:40.253,00:00:03.772,,"just take about five minutes to hang out to teach some skills",,,
00:28:40.412,00:28:46.090,00:00:05.678,,"and I'm going to reboot some modules on our backend here pause filler",,,
00:28:46.439,00:28:50.260,00:00:03.821,,,,"yeah it's not exactly letting me write there easily",
00:28:50.360,00:28:53.433,00:00:03.073,,"okay cool so I'll be back in five minutes",,,
00:28:53.433,00:28:54.381,00:00:00.948,,,,"all right thank you",
00:28:54.461,00:28:56.461,00:00:02.000,,"hang out and talk for a little bit and we'll switch",,,
00:28:56.472,00:28:57.036,00:00:00.564,,,,"alright",
00:29:04.082,00:29:05.974,00:00:01.892,,,,"did you get Skittles too",
00:29:06.543,00:29:06.763,00:00:00.220,,,"yeah",,
00:29:07.202,00:29:08.406,00:00:01.204,,,,"I don�t even like Skittles",
00:29:08.423,00:29:10.382,00:00:01.959,,,,"but I'm going to eat them because i'm really hungry",
00:29:16.713,00:29:18.237,00:00:01.524,,,"yeah I don�t like Skittles either",,
00:29:18.587,00:29:24.562,00:00:05.975,,,,"(inaudible) I ate lunch at ike eleven forty-five",
00:29:24.672,00:29:25.969,00:00:01.297,,,,"and I didn't hear any (inaudible)",
00:29:25.969,00:29:28.509,00:00:02.540,,,,"so I'm just like (sfx)",
00:29:34.094,00:29:44.527,00:00:10.433,,,,"these ones actually aren't that disgusting (inaudible) hopefully",
00:29:44.946,00:29:51.860,00:00:06.914,,,,"eww it tastes like not like gross I don�t know when you're like five",
00:29:52.598,00:29:53.287,00:00:00.689,,,"there's a pink one",,
00:29:53.796,00:29:58.465,00:00:04.669,,,,"yeah a wild but a fancy ones just like",
00:29:58.465,00:30:00.451,00:00:01.986,,,"oh I have the regular ones",,
00:30:11.916,00:30:21.090,00:00:09.174,,,,"(inaudible) they look like M&Ms (inaudible) a little",
00:30:21.467,00:30:23.303,00:00:01.836,,,"yeah M&M�s are better in my opinion",,
00:30:23.339,00:30:24.645,00:00:01.306,,,,"I agree with that",
00:30:29.583,00:30:31.211,00:00:01.628,,,,"next you're going to teach me math",
00:30:32.238,00:30:39.282,00:00:07.044,,,,"it means I get to do problems for how many minutes like twenty-ish minutes",
00:30:32.482,00:30:33.010,00:00:00.528,,,"wooo",,
00:30:41.044,00:30:42.545,00:00:01.501,,,"we get forty dollars for this right",,
00:30:43.411,00:30:43.644,00:00:00.233,,,,"mm-hmm",
00:30:44.523,00:30:45.052,00:00:00.529,,,"okay",,
00:30:45.595,00:30:46.795,00:00:01.200,,,,"I owe my mom ten",
00:30:46.795,00:30:48.661,00:00:01.866,,,,"because I bought something on vacation",
00:30:48.661,00:30:50.916,00:00:02.255,,,,"and I didn't have no money to pay through it",
00:30:51.036,00:30:51.973,00:00:00.937,,,,"so I owe her money",
00:30:53.300,00:30:58.120,00:00:04.820,,,,"and I'm like add money to buy a bunch of crap today so exciting",
00:31:02.928,00:31:14.223,00:00:11.295,,,,"wait like the real question is is this actually worth it",
00:31:15.552,00:31:18.393,00:00:02.841,,,"yeah I mean the math is pretty easy so it's like",,
00:31:18.423,00:31:22.933,00:00:04.510,,,,"I mean I guess I was going towards a study that will help people do algebra in the future",
00:31:23.193,00:31:25.038,00:00:01.845,,,,"it's like beneficial",
00:31:25.657,00:31:28.401,00:00:02.744,,,,"because like you know how I got stuck on a problem",
00:31:28.401,00:31:30.366,00:00:01.965,,,,"and your friends are like I don't know",
00:31:30.456,00:31:31.693,00:00:01.237,,,,"so then let them be hopeful",
00:31:31.693,00:31:34.168,00:00:02.475,,,,"I'd be hopeful to have this type of thing I presume",
00:31:34.168,00:31:34.337,00:00:00.169,,,"yeah",,
00:31:38.388,00:31:42.349,00:00:03.961,,,,"but then shouldn't it be people who have already taken algebra tutoring people who are taking algebra",
00:31:43.856,00:31:46.320,00:00:02.464,,,"do we have is this the only thing we have to do because",,
00:31:46.320,00:31:49.114,00:00:02.794,,,"or is there another session like after this",,
00:31:49.114,00:31:50.590,00:00:01.476,,,,"I think this is the only one",
00:31:50.590,00:31:53.819,00:00:03.229,,,,"and if there's another one we�d better be paid forty dollars for it",
00:32:01.875,00:32:03.631,00:00:01.756,,,,"blue ones aren't that gross",
00:32:17.435,00:32:19.275,00:00:01.840,,,,"I don�t feel like doing algebra",
00:32:20.113,00:32:24.423,00:00:04.310,,,,"but for the packet that they gave us at the beginning I felt like I was doing my math homework",
00:32:25.132,00:32:27.895,00:00:02.763,,,"pause filler are you an algebra right now like algebra one",,
00:32:27.895,00:32:28.574,00:00:00.679,,,,"yeah are you",
00:32:28.983,00:32:29.153,00:00:00.170,,,"yeah",,
00:32:30.500,00:32:35.758,00:00:05.258,,,,"oh so like and I have a really nice teacher and all",
00:32:36.067,00:32:38.950,00:00:02.883,,,,"but it's kind of like tedious",
00:32:40.048,00:32:42.802,00:00:02.754,,,,"I don't know like kind of pointless",
00:32:43.916,00:32:46.084,00:00:02.168,,,"yeah we did this at the beginning of the year",,
00:32:46.154,00:32:47.401,00:00:01.247,,,"now we're doing other stuff",,
00:32:47.652,00:32:48.181,00:00:00.529,,,,"yeah",
00:32:48.109,00:32:50.285,00:00:02.176,,,"but you said you didn't like Shadyside or something",,
00:32:50.285,00:32:50.953,00:00:00.668,,,,"uh-uh uh-uh",
00:32:51.093,00:32:51.781,00:00:00.688,,,"why not",,
00:32:53.597,00:32:57.059,00:00:03.462,,,,"for what you pay the teacher should be better a little",
00:32:57.059,00:33:00.142,00:00:03.083,,,,"they have the worst science teacher in the universe",
00:33:00.402,00:33:02.337,00:00:01.935,,,,"and they like they care so much about sports",
00:33:02.337,00:33:04.103,00:00:01.766,,,,"and at the high school you're not allowed to leave early",
00:33:04.103,00:33:07.725,00:00:03.622,,,,"and you have to go after and make up the hours you missed and so like",
00:33:08.663,00:33:09.780,00:00:01.117,,,"oh that sucks",,
00:33:09.780,00:33:11.417,00:00:01.637,,,,"so I'm going to Winchester",
00:33:12.484,00:33:13.711,00:00:01.227,,,,"because they are crazy",
00:33:13.711,00:33:16.744,00:00:03.033,,,,"and so that�s exciting",
00:33:28.378,00:33:33.816,00:00:05.438,,,,"like I don't know (inaudible) kind of have a crappy teacher",
00:33:34.524,00:33:36.320,00:00:01.796,,,,"like did he take my stylus again",
00:33:36.729,00:33:36.978,00:00:00.249,,,"yeah",,
00:33:36.978,00:33:38.595,00:00:01.617,,,,"I'm offended",
00:33:39.962,00:33:40.880,00:00:00.918,,,"and when I asked her why",,
00:33:40.880,00:33:46.088,00:00:05.208,,,"she said she didn't want us to get too excited and like start doing things",,
00:33:47.275,00:33:49.919,00:00:02.644,,,,"oh and my thumbs are real bad",
00:33:55.736,00:33:58.539,00:00:02.803,,,,"I wonder how many people actually signed up for this study",
00:34:02.358,00:34:04.446,00:00:02.088,,,"I kind of wish we got paid more but",,
00:34:04.446,00:34:07.519,00:00:03.073,,,,"I mean we are even paid way above minimum wage",
00:34:07.519,00:34:09.125,00:00:01.606,,,,"we're also getting paid to do math",
00:34:09.125,00:34:12.168,00:00:03.043,,,,"and math is annoying so we should get paid a lot of money",
00:34:13.785,00:34:16.199,00:00:02.414,,,,"apparently in some country they pay you to go to school",
00:34:16.199,00:34:18.145,00:00:01.946,,,"that would be so nice",,
00:34:18.145,00:34:19.741,00:00:01.596,,,,"that would be like amazing",
00:34:21.527,00:34:23.423,00:00:01.896,,,,"it's like they record all of this",
00:34:23.423,00:34:27.593,00:00:04.170,,,,"that�s creeping me out a little",
00:34:27.903,00:34:31.744,00:00:03.841,,,,"they record everything we're saying and doing",
00:34:32.073,00:34:36.544,00:00:04.471,,,,"and that�s creepy but you know",
00:34:35.845,00:34:40.105,00:00:04.260,,,,,"(inaudible) so now we're going to be switching the roles"
00:34:40.105,00:34:43.417,00:00:03.312,,,,,"and you're going to be tutoring her"
00:34:43.417,00:34:45.753,00:00:02.336,,,,,"so here is your tutor worksheet math"
00:34:46.820,00:34:47.069,00:00:00.249,,,"okay",,
00:34:49.300,00:34:49.915,00:00:00.615,,,,"all right",
00:34:50.560,00:34:52.729,00:00:02.169,,"(inaudible) thank you cool",,,
00:34:55.394,00:34:57.574,00:00:02.180,,,,,"all right so"
00:34:57.585,00:34:59.594,00:00:02.009,,,,"so does it actually work this time",
00:34:59.615,00:35:01.106,00:00:01.491,,,,"will I be able to write normally",
00:35:02.000,00:35:03.000,00:00:01.000,,"pause filler (inaudible)",,,
00:35:04.610,00:35:05.880,00:00:01.270,,,,"it was going (inaudible)",
00:35:10.348,00:35:11.583,00:00:01.235,,,,"like I don't know how to erase it",
00:35:11.893,00:35:13.339,00:00:01.446,,,,"because we're going",
00:35:13.339,00:35:14.916,00:00:01.577,,"pause filler I got you okay yeah",,,
00:35:14.916,00:35:18.737,00:00:03.821,,"I would use the undo rather than erase all right can you",,,
00:35:18.737,00:35:19.545,00:00:00.808,,,"wait I don�t have the",,
00:35:20.134,00:35:20.743,00:00:00.609,,,,"oh sorry",
00:35:20.862,00:35:21.182,00:00:00.320,,"that�s okay",,,
00:35:21.631,00:35:24.205,00:00:02.574,,"yeah you actually put there thanks",,,
00:35:24.205,00:35:27.946,00:00:03.741,,"pause filler this will get it kind of consistent for you",,,
00:35:27.946,00:35:29.553,00:00:01.607,,,,"oh yeah yeah yeah",
00:35:29.553,00:35:31.119,00:00:01.566,,"oh cool so there you go",,,
00:35:31.159,00:35:34.162,00:00:03.003,,"and for this one pause filler you're solving the problems",,,
00:35:34.162,00:35:36.207,00:00:02.045,,"and she is helping you",,,
00:35:36.686,00:35:43.511,00:00:06.825,,"pause filler and we're also going to leave this at split screen",,,
00:35:44.139,00:35:45.227,00:00:01.088,,,,"oh like full screen",
00:35:45.945,00:35:47.402,00:00:01.457,,"yeah but sorry",,,
00:35:47.402,00:35:47.801,00:00:00.399,,,,"okay",
00:35:48.120,00:35:49.148,00:00:01.028,,"all right there you go",,,
00:35:49.148,00:35:52.949,00:00:03.801,,"and we'll be back in twenty minutes",,,
00:35:52.949,00:35:53.089,00:00:00.140,,,,"okay",
00:35:53.089,00:35:55.244,00:00:02.155,,,"okay so what do you do first",,
00:35:56.312,00:35:58.188,00:00:01.876,,,,"let's see let's see",
00:35:58.567,00:36:02.059,00:00:03.492,,,,"why are you not letting me write through there",
00:36:02.178,00:36:03.236,00:00:01.058,,,,"did I do it right",
00:36:04.034,00:36:04.503,00:00:00.469,,,"yup",,
00:36:05.122,00:36:10.100,00:00:04.978,,,,"okay next problem these aren't the problems you did right just not sure we're not saying or anything",
00:36:11.000,00:36:13.812,00:00:02.812,,,,"yeah pause filler",
00:36:13.812,00:36:18.062,00:00:04.250,,,,"and then you have to divide out by a negative one",
00:36:18.062,00:36:19.349,00:00:01.287,,,,"because there's a negative",
00:36:21.715,00:36:22.692,00:00:00.977,,,,"and then you get y",
00:36:22.871,00:36:30.474,00:00:07.603,,,,"there's a negative five okay next one",
00:36:25.300,00:36:27.125,00:00:01.825,,,"wooo yeah",,
00:36:30.474,00:36:36.810,00:00:06.336,,,,"pause filler I'm going to change the color so we're like not the same color",
00:36:36.235,00:36:36.655,00:00:00.420,,,"yeah",,
00:36:36.910,00:36:38.436,00:00:01.526,,,,"but I don�t like that color",
00:36:39.883,00:36:41.020,00:00:01.137,,,,"go with brown",
00:36:41.020,00:36:43.145,00:00:02.125,,,,"you know what let's go brown",
00:36:44.033,00:36:46.598,00:00:02.565,,,,"okay I know I wasn�t supposed to change the color",
00:36:46.598,00:36:49.002,00:00:02.404,,,,"but you know what I'm a rebel in this study",
00:36:49.002,00:36:49.690,00:00:00.688,,,"you're such a rebel",,
00:36:50.199,00:36:54.090,00:00:03.891,,,,"such a rebel let's so then you have to add fourteen",
00:36:54.090,00:37:00.905,00:00:06.815,,,,"so you get negative k equals fifty plus k wait oh my",
00:37:00.985,00:37:02.302,00:00:01.317,,,,"and then you subtract k",
00:37:02.302,00:37:03.719,00:00:01.417,,,,"and then you subtract k again",
00:37:04.038,00:37:06.901,00:00:02.863,,,,"so you get negative two k equals fifty",
00:37:06.901,00:37:09.037,00:00:02.136,,,,"and then you just divide out by a negative two",
00:37:09.037,00:37:09.276,00:00:00.239,,,"two yeah",,
00:37:09.276,00:37:14.823,00:00:05.547,,,,"and then k is negative twenty-five whoa like math",
00:37:15.180,00:37:15.382,00:00:00.202,,,"whoo",,
00:37:16.198,00:37:18.425,00:00:02.227,,,,"I have twenty two problems to do outside",
00:37:18.425,00:37:20.221,00:00:01.796,,,,"and I'm going to add b",
00:37:21.119,00:37:21.339,00:00:00.220,,,"okay",,
00:37:22.346,00:37:24.362,00:00:02.016,,,,"so you get seventeen",
00:37:26.607,00:37:29.520,00:00:02.913,,,,"seventeen equals thirteen plus two b",
00:37:29.520,00:37:34.638,00:00:05.118,,,,"I'm showing on equal sign here equals",
00:37:34.688,00:37:37.671,00:00:02.983,,,,"what the what the why why why do you do this to me",
00:37:37.671,00:37:40.724,00:00:03.053,,,,"and then four equals two b",
00:37:40.724,00:37:41.742,00:00:01.018,,,,"divide by out two",
00:37:41.962,00:37:43.269,00:00:01.307,,,,"and divide out by two",
00:37:43.269,00:37:44.955,00:00:01.686,,,,"and then two is b",
00:37:46.152,00:37:46.232,00:00:00.080,,,"yeah",,
00:37:46.491,00:37:48.028,00:00:01.537,,,,"all right",
00:37:48.267,00:37:51.670,00:00:03.403,,,"wait pause filler never mind yeah go",,
00:37:51.670,00:37:53.994,00:00:02.324,,,,"and screen up right okay",
00:37:56.599,00:37:57.895,00:00:01.296,,,,"I hope this isn't that hard",
00:37:57.895,00:38:01.098,00:00:03.203,,,,"okay so then you just divide out by negative nine",
00:38:02.395,00:38:02.535,00:00:00.140,,,"yeah",,
00:38:03.014,00:38:07.344,00:00:04.330,,,,"so g equals negative nine",
00:38:07.344,00:38:10.327,00:00:02.983,,,,"whoo my life is so easy right now",
00:38:11.125,00:38:12.742,00:00:01.617,,,,"wait how do I get to the next page",
00:38:12.742,00:38:13.729,00:00:00.987,,,,"okay there we go",
00:38:14.019,00:38:15.336,00:00:01.317,,,,"so I'll subtract ten",
00:38:15.336,00:38:16.304,00:00:00.968,,,"ten yeah",,
00:38:21.761,00:38:26.900,00:00:05.139,,,,"seventy-two equals negative eight y divided by negative eight",
00:38:26.900,00:38:28.396,00:00:01.496,,,,"for some reason I always write those slashes",
00:38:28.396,00:38:29.633,00:00:01.237,,,,"I really don�t know why",
00:38:29.963,00:38:34.841,00:00:04.878,,,,"it's like a weird habit so yeah why can't I write an equal sign",
00:38:34.911,00:38:35.829,00:00:00.918,,,,"this thing hates me",
00:38:36.228,00:38:41.237,00:00:05.009,,,,"all right next y equals",
00:38:41.237,00:38:44.988,00:00:03.751,,,,"scribble me too minus sixty-five",
00:38:44.988,00:38:53.677,00:00:08.689,,,,"this better come out to be easy in division pause filler let me forty-two hey",
00:38:55.155,00:39:01.561,00:00:06.406,,,,"equals negative fourteen x divided that by negative fourteen divided up by negative fourteen",
00:39:01.561,00:39:08.405,00:00:06.844,,,,"and then you get negative three equals y",
00:39:08.405,00:39:10.061,00:00:01.656,,,"yeah okay here",,
00:39:11.159,00:39:13.065,00:00:01.906,,,,"oh this is hard-ish",
00:39:13.274,00:39:14.671,00:00:01.397,,,,"what are you doing",
00:39:14.671,00:39:16.427,00:00:01.756,,,,"this thing hates me so much",
00:39:16.856,00:39:18.522,00:00:01.666,,,,"you just so work so much better than I",
00:39:19.041,00:39:23.581,00:00:04.540,,,,"seventy-five equals negative nine k",
00:39:23.581,00:39:25.017,00:00:01.436,,,,"divide that by negative nine",
00:39:25.017,00:39:27.312,00:00:02.295,,,,"divide that by negative nine",
00:39:27.502,00:39:33.378,00:00:05.876,,,,"so then you get four and one third equals k or four point three repeating",
00:39:34.376,00:39:40.161,00:00:05.785,,,"yeah okay pause filler what do you do first",,
00:39:40.642,00:39:42.558,00:00:01.916,,,,"I'm just going to add p to get rid of that one",
00:39:42.558,00:39:43.735,00:00:01.177,,,,"because it's annoying me",
00:39:44.144,00:39:49.522,00:00:05.378,,,,"so you get negative fifty-two equals nine p minus sixteen",
00:39:49.522,00:39:51.088,00:00:01.566,,,,"then you have to add",
00:39:51.108,00:39:52.345,00:00:01.237,,,,"my god what is it doing",
00:39:52.425,00:40:02.233,00:00:09.808,,,,"plus sixteen plus sixteen so that would be forty-eight",
00:40:02.592,00:40:07.411,00:00:04.819,,,,"negative forty-eight no negative thirty-eight nope that�s wrong",
00:40:07.611,00:40:12.210,00:00:04.599,,,,"hold on thirty-eight",
00:40:12.210,00:40:13.208,00:00:00.998,,,,"jesus I can't do math",
00:40:13.417,00:40:17.957,00:00:04.540,,,,"thirty-eight equals nine p divided by nine divided by",
00:40:18.027,00:40:20.751,00:00:02.724,,,"wait wouldn't it be negative forty-six",,
00:40:20.900,00:40:22.327,00:00:01.427,,,"look what I wrote here",,
00:40:24.544,00:40:28.992,00:00:04.448,,,,"no it's negative fifty-two plus",
00:40:31.107,00:40:33.412,00:00:02.305,,,,"so negative would be four",
00:40:33.412,00:40:34.909,00:00:01.497,,,"oh no it's thirty-six",,
00:40:34.909,00:40:35.717,00:00:00.808,,,"it's thirty-six",,
00:40:35.717,00:40:39.099,00:00:03.382,,,,"thirty-six so when you get four equals p",
00:40:41.154,00:40:42.390,00:00:01.236,,,,"yeah math",
00:40:41.420,00:40:41.622,00:00:00.202,,,"yeah",,
00:40:44.930,00:40:47.580,00:00:02.650,,,,"uh this looks challenging",
00:40:52.110,00:40:53.037,00:00:00.927,,,,"plus one forty one",
00:40:53.037,00:41:07.105,00:00:14.068,,,,"so you get negative fourteen w equals one hundred and sixty plus twenty-six w minus twenty-six w minus twenty-six w which is forty",
00:41:08.389,00:41:17.013,00:00:08.624,,,,"w equals one hundred and sixty divided by negative forty divided by negative forty",
00:41:17.871,00:41:20.965,00:00:03.094,,,,"which would be w equals negative four",
