,Dyad,Session,Begin Time - hh:mm:ss.ms,End Time - hh:mm:ss.ms,Duration - hh:mm:ss.ms,P1,P2
24,5,1,00:02:09.539,00:02:11.643,00:00:02.104,I guess we're going to,
25,5,1,00:02:11.803,00:02:18.957,00:00:07.154,she said she's going to like set up the servers and stuff so that she can pause filler make sure everything is working properly,
26,5,1,00:02:19.575,00:02:23.367,00:00:03.792,and she  took the stylus for the writing thing,
27,5,1,00:02:24.335,00:02:25.200,00:00:00.865,,oh yeah same here
28,5,1,00:02:26.411,00:02:28.420,00:00:02.009,I guess they don't want us to mess around,
29,5,1,00:02:29.752,00:02:30.091,00:00:00.339,,yeah
30,5,1,00:02:36.650,00:02:42.900,00:00:06.250,so well so did your mom like asked you to do this or,
31,5,1,00:02:45.360,00:02:50.680,00:00:05.320,, I was in desperate need of the money so yeah
32,5,1,00:02:50.994,00:02:53.658,00:00:02.664,my mom just found this on like the Highland Park list,
33,5,1,00:02:53.658,00:02:55.464,00:00:01.806,and she's like all right Jordan you have to go,
34,5,1,00:02:55.534,00:03:00.472,00:00:04.938,and then yeah so and I was like oh I'm getting paid for it,
35,5,1,00:03:00.632,00:03:01.201,00:00:00.569,awesome,
36,5,1,00:03:01.779,00:03:06.499,00:00:04.720,,yeah it's like if reward is involved I will do it
37,5,1,00:03:08.305,00:03:12.605,00:00:04.300,and I heard we get like an extra ten dollars if we finish it or something,
38,5,1,00:03:12.675,00:03:14.830,00:00:02.155,,oh yeah something like that
39,5,1,00:03:15.119,00:03:21.325,00:00:06.206,yeah so if we get this all done imagine twenty-five dollars,
40,5,1,00:03:22.103,00:03:25.895,00:00:03.792,,well all the money I earn I'm in debt to my parents
41,5,1,00:03:26.393,00:03:27.940,00:00:01.547,you're in debt to your parents,
42,5,1,00:03:27.990,00:03:28.469,00:00:00.479,,yeah
43,5,1,00:03:29.750,00:03:32.001,00:00:02.251,well that must be pretty hard then,
44,5,1,00:03:32.370,00:03:36.191,00:00:03.821,,yeah good thing is only like thirty something dollars so
45,5,1,00:03:36.391,00:03:36.780,00:00:00.389,oh,
46,5,1,00:03:37.478,00:03:40.461,00:00:02.983,,and I'll still have some money in the future I guess
47,5,1,00:03:41.739,00:03:45.480,00:00:03.741,yeah so are you good at math or,
48,5,1,00:03:46.278,00:03:48.653,00:00:02.375,,pause filler I'm okay
49,5,1,00:03:48.653,00:03:51.955,00:00:03.302,,surprisingly I have a b in the class which I did not think I have
50,5,1,00:03:53.741,00:03:57.882,00:00:04.141,oh well math is like my worst subject,
51,5,1,00:03:58.421,00:04:01.903,00:00:03.482,but I mean I understand like this stuff,
52,5,1,00:04:01.903,00:04:08.697,00:00:06.794,it's just that some of the algebra I'm getting into is just like pretty difficult for me you know,
53,5,1,00:04:08.767,00:04:15.362,00:00:06.595,,yeah they're like there's a point where it's not easy to make the transition to go to new math
54,5,1,00:04:16.140,00:04:21.398,00:00:05.258,,so you don't really have the best stuff to position on with
55,5,1,00:04:21.957,00:04:23.793,00:00:01.836,yeah I see what you're saying,
56,5,1,00:04:25.190,00:04:30.777,00:00:05.587,,so that I wish there was a better way you could do it like making the transitions
57,5,1,00:04:31.745,00:04:42.000,00:00:10.255,yeah it's like you know just like like one minute it's like the easiest thing ever like those graphs and then like pause filler,
58,5,1,00:04:43.468,00:04:45.943,00:00:02.475,,just like small multiplication division stuff
59,5,1,00:04:45.993,00:04:48.178,00:00:02.185,yeah and then all the sudden it's like pause filler,
60,5,1,00:04:48.477,00:04:49.175,00:00:00.698,,letters
61,5,1,00:04:49.295,00:04:51.720,00:00:02.425,letters variables you know,
62,5,1,00:04:52.538,00:04:53.007,00:00:00.469,,yeah
63,5,1,00:04:53.327,00:04:55.820,00:00:02.493,,and I don't really understand most of it
64,5,1,00:04:56.120,00:05:00.001,00:00:03.881,I mean I understand this stuff which is on my paper right now,
65,5,1,00:05:00.180,00:05:01.727,00:00:01.547,I mean I get that,
66,5,1,00:05:01.787,00:05:12.422,00:00:10.635,but oh like there's just like this weird transition in like the middle of algebra like from algebra half to algebra one,
67,5,1,00:05:13.360,00:05:15.555,00:00:02.195,that is just ridiculous,
68,5,1,00:05:16.344,00:05:16.673,00:00:00.329,,yeah
69,5,1,00:05:18.429,00:05:22.968,00:00:04.539,and you know sometimes it's really stressful for me you know,
70,5,1,00:05:23.417,00:05:28.765,00:00:05.348,,uh-huh like oh I don't like math
71,5,1,00:05:29.200,00:05:30.252,00:00:01.052,I don't like math,
72,5,1,00:05:30.372,00:05:30.581,00:00:00.209,,yeah
73,5,1,00:05:30.581,00:05:34.343,00:00:03.762,I mean the only kid who likes math in my class,
74,5,1,00:05:34.343,00:05:35.370,00:00:01.027,his name is Jacob,
75,5,1,00:05:36.308,00:05:39.990,00:00:03.682,and he basically obsesses almost over every subject,
76,5,1,00:05:39.990,00:05:42.573,00:00:02.583,so I just couldn't talk about him,
77,5,1,00:05:44.968,00:05:44.998,00:00:00.030,,oh
78,5,1,00:05:45.078,00:05:49.428,00:00:04.350,it's like oh the most important thing is learning math and Latin,
79,5,1,00:05:49.428,00:05:53.938,00:00:04.510,and I was like what kind of person would want to talk in Latin about math,
80,5,1,00:05:54.507,00:06:02.269,00:00:07.762,,yeah we have like one kid I know she has I think like a ninety-eight in every class
81,5,1,00:06:02.449,00:06:03.636,00:00:01.187,ninety-eight,
82,5,1,00:06:04.025,00:06:04.344,00:00:00.319,,yeah
83,5,1,00:06:05.290,00:06:05.901,00:00:00.611,Jesus,
84,5,1,00:06:06.080,00:06:07.517,00:00:01.437,,I was going to her house
85,5,1,00:06:07.517,00:06:08.475,00:00:00.958,,and I saw her computer
86,5,1,00:06:08.475,00:06:10.211,00:00:01.736,,and all of her grades were ninety-eights
87,5,1,00:06:12.646,00:06:14.711,00:00:02.065,,she's insane in everything
88,5,1,00:06:15.010,00:06:16.168,00:00:01.158,,I don't know how she does it
89,5,1,00:06:16.726,00:06:19.710,00:00:02.984,I don't know how anyone does it to be perfectly honest,
90,5,1,00:06:19.979,00:06:23.162,00:00:03.183,,yeah so now everyone just idols her
91,5,1,00:06:28.051,00:06:28.080,00:00:00.029,,oh
92,5,1,00:06:28.080,00:06:30.665,00:00:02.585,so what's your stance in your class,
93,5,1,00:06:30.665,00:06:32.381,00:00:01.716,are you like pretty cool or,
94,5,1,00:06:32.969,00:06:34.596,00:00:01.627,,pause filler I was
95,5,1,00:06:35.224,00:06:39.884,00:00:04.660,,and then somebody found out I like watching Japanese shows
96,5,1,00:06:39.884,00:06:42.727,00:00:02.843,,and now barely anybody talks to me
97,5,1,00:06:43.845,00:06:48.965,00:00:05.120,,I don't understand why it's a big deal (laughter)
98,5,1,00:06:48.965,00:06:55.186,00:00:06.221,,(laughter)
99,5,1,00:06:58.150,00:06:59.200,00:00:01.050,I'm sorry,
100,5,1,00:07:00.417,00:07:07.000,00:00:06.583,pause filler I have a cousin I guess who's sort of like you,
101,5,1,00:07:10.694,00:07:14.631,00:00:03.937,pause filler except he watches My Little Pony,
102,5,1,00:07:15.600,00:07:16.000,00:00:00.400,,oh
103,5,1,00:07:15.674,00:07:18.000,00:00:02.326,do you know what those people are,
104,5,1,00:07:17.957,00:07:18.386,00:00:00.429,,yeah
105,5,1,00:07:18.386,00:07:22.267,00:00:03.881,he's like seventeen,
106,5,1,00:07:22.407,00:07:23.135,00:00:00.728,,seventeen
107,5,1,00:07:23.135,00:07:23.814,00:00:00.679,yeah,
108,5,1,00:07:23.844,00:07:26.917,00:00:03.073,,okay (inaudible) seems like thirteen or fourteen
109,5,1,00:07:26.917,00:07:30.359,00:00:03.442,,and we understand just for like popularity wise you have like a joke
110,5,1,00:07:31.337,00:07:37.882,00:00:06.545,,but it depends on really what you see in childhood to really watch the show
111,5,1,00:07:38.441,00:07:46.383,00:00:07.942,oh yeah I mean I was like he's like whatever he has in his computer out or his Xbox out,
112,5,1,00:07:46.383,00:07:51.870,00:00:05.487,and he has like a profile picture of like I don't know one of the weird things I,
113,5,1,00:08:24.400,00:08:25.250,00:00:00.850,all right,
114,5,1,00:08:52.308,00:08:53.201,00:00:00.893,all right roger that,
115,5,1,00:08:54.626,00:08:56.150,00:00:01.524,,all right
116,5,1,00:08:58.596,00:09:05.751,00:00:07.155,all right so pause filler ding it,
117,5,1,00:09:06.071,00:09:14.796,00:00:08.725,all right so basically pause filler all right so pause filler you see this problem here,
118,5,1,00:09:15.141,00:09:15.370,00:00:00.229,,yeah
119,5,1,00:09:16.300,00:09:19.012,00:00:02.712,all right I'm writing good so,
120,5,1,00:09:22.000,00:09:23.133,00:00:01.133,all right so basically,
121,5,1,00:09:26.355,00:09:28.660,00:00:02.305,pause filler do you see the variable here,
122,5,1,00:09:29.368,00:09:29.538,00:00:00.170,,yeah
123,5,1,00:09:29.578,00:09:30.666,00:00:01.088,okay why is my thing blue,
124,5,1,00:09:32.561,00:09:33.539,00:00:00.978,,was this supposed to be green
125,5,1,00:09:34.277,00:09:34.746,00:00:00.469,yeah,
126,5,1,00:09:36.300,00:09:38.328,00:00:02.028,all right so see the variable over here,
127,5,1,00:09:38.787,00:09:38.987,00:00:00.200,,yeah
128,5,1,00:09:38.987,00:09:43.506,00:00:04.519,basically what you have to do is that you have to get the variable by itself,
129,5,1,00:09:44.883,00:09:52.446,00:00:07.563,and pause filler the way you do that is by pause filler adding on both sides,
130,5,1,00:09:53.424,00:10:00.448,00:00:07.024,and it's sort of weird I know because math all right so,
131,5,1,00:10:00.448,00:10:14.855,00:00:14.407,pause filler what you do is that if you have a subtraction space there if you have sign that's subtracted pause filler what you do is that you write below it add that number,
132,5,1,00:10:15.344,00:10:15.813,00:00:00.469,you see,
133,5,1,00:10:18.118,00:10:18.317,00:00:00.199,,yeah
134,5,1,00:10:18.317,00:10:20.901,00:00:02.584,so and then you'd add it to that side,
135,5,1,00:10:20.901,00:10:24.214,00:00:03.313,so you'd write plus number on the thirteen you,
136,5,1,00:10:24.852,00:10:25.591,00:00:00.739,see what I'm saying,
137,5,1,00:10:25.100,00:10:26.329,00:00:01.229,,yeah
138,5,1,00:10:26.578,00:10:27.407,00:00:00.829,so try it out,
139,5,1,00:10:27.806,00:10:29.991,00:00:02.185,,so let's take a walk
140,5,1,00:10:31.956,00:10:33.942,00:00:01.986,,so here you'd be adding okay
141,5,1,00:10:35.378,00:10:35.588,00:00:00.210,,wow
142,5,1,00:10:35.588,00:10:36.217,00:00:00.629,,this is weird
143,5,1,00:10:37.953,00:10:43.909,00:00:05.956,oh it's all right yeah (laughter),
144,5,1,00:10:43.909,00:10:44.258,00:00:00.349,,wow
145,5,1,00:10:45.795,00:10:49.616,00:00:03.821,oh no no no you don't add the x,
146,5,1,00:10:49.756,00:10:51.592,00:00:01.836,you add the six,
147,5,1,00:10:51.592,00:10:52.929,00:00:01.337,,oh that's right
148,5,1,00:10:52.929,00:10:53.697,00:00:00.768,,I can do that okay
149,5,1,00:10:54.096,00:10:57.468,00:00:03.372,,let's see I can undo this
150,5,1,00:10:59.000,00:11:01.210,00:00:02.210,like have you ever used one of these things before,
151,5,1,00:11:01.589,00:11:01.998,00:00:00.409,,no
152,5,1,00:11:02.666,00:11:06.308,00:00:03.642,oh man it works like a charm if you're trying to like draw on stuff,
153,5,1,00:11:06.548,00:11:08.593,00:00:02.045,but I have like a surface,
154,5,1,00:11:08.793,00:11:12.215,00:00:03.422,so basically what I do is that I get a Bluetooth mouse,
155,5,1,00:11:12.614,00:11:16.545,00:00:03.931,and I use that to draw most of the time,
156,5,1,00:11:16.545,00:11:18.301,00:00:01.756,but pause filler anyways let's just get back on topic,
157,5,1,00:11:18.570,00:11:21.573,00:00:03.003,so what you do is that you would add the number not the variable,
158,5,1,00:11:21.653,00:11:23.798,00:00:02.145,you want to get the variable by itself,
159,5,1,00:11:24.138,00:11:24.497,00:00:00.359,,uh-huh
160,5,1,00:11:24.986,00:11:25.295,00:00:00.309,yeah,
161,5,1,00:11:25.405,00:11:28.627,00:00:03.222,,so then here would be the plus six
162,5,1,00:11:28.887,00:11:32.189,00:00:03.302,,and yeah I'll also add six
163,5,1,00:11:32.908,00:11:33.377,00:00:00.469,pause filler yes,
164,5,1,00:11:33.377,00:11:33.766,00:00:00.389,correct,
165,5,1,00:11:34.175,00:11:37.268,00:00:03.093,,okay so
166,5,1,00:11:38.655,00:11:45.080,00:00:06.425,pause filler basically pause filler just scratch out the six sort of like pause filler sort of like this,
167,5,1,00:11:47.954,00:11:49.221,00:00:01.267,,I see there we go
168,5,1,00:11:51.974,00:11:55.037,00:00:03.063,so just pretend that six doesn't exist anymore,
169,5,1,00:11:56.015,00:11:56.334,00:00:00.319,,right
170,5,1,00:11:56.903,00:11:59.866,00:00:02.963,oh and I'll rewrite that because I accidentally did it,
171,5,1,00:12:01.600,00:12:02.680,00:00:01.080,I was trying to,
172,5,1,00:12:05.284,00:12:06.731,00:00:01.447,oh whoops crap,
173,5,1,00:12:13.800,00:12:14.300,00:00:00.500,all right,
174,5,1,00:12:17.100,00:12:18.654,00:00:01.554,are you still scratching up the six now,
175,5,1,00:12:19.700,00:12:25.578,00:00:05.878,all you have to do is put a cross between the negative six and the plus six,
176,5,1,00:12:26.127,00:12:29.768,00:00:03.641,but you keep the six on the thirteen side as it is,
177,5,1,00:12:30.227,00:12:33.759,00:00:03.532,,right wait okay it asked me a question
178,5,1,00:12:33.759,00:12:34.787,00:00:01.028,,so I don't know why I did that
179,5,1,00:12:36.134,00:12:38.289,00:00:02.155,it went full screen on my Skype for a second,
180,5,1,00:12:39.197,00:12:40.145,00:00:00.948,,oh okay
181,5,1,00:12:43.038,00:12:47.428,00:00:04.390,okay so you see pause filler all you need to do is just add,
182,5,1,00:12:49.045,00:12:51.310,00:00:02.265,,so then this would be nineteen
183,5,1,00:12:51.310,00:12:51.509,00:00:00.199,,great
184,5,1,00:12:51.509,00:12:51.838,00:00:00.329,yeah,
185,5,1,00:12:52.696,00:12:55.000,00:00:02.304,,we'll put a nine there and separate that
186,5,1,00:12:58.319,00:12:59.405,00:00:01.086,,looks pretty decent
187,5,1,00:12:59.999,00:13:03.911,00:00:03.912,and then you'd write x sequels because that's the only thing left,
188,5,1,00:13:04.579,00:13:09.648,00:00:05.069,,oh yeah so then okay yeah that's starting to make sense
189,5,1,00:13:09.927,00:13:11.853,00:00:01.926,yeah so now you're done,
190,5,1,00:13:12.501,00:13:12.920,00:00:00.419,,sweet
191,5,1,00:13:14.906,00:13:17.280,00:00:02.374,,so we go to the next problem right
192,5,1,00:13:17.630,00:13:21.790,00:00:04.160,yeah all right so that would be oh my gosh twenty-three,
193,5,1,00:13:21.920,00:13:24.913,00:00:02.993,all right this is going to be the end of me,
194,5,1,00:13:24.913,00:13:34.162,00:00:09.249,so all right so usually get a basic of this one right because all you have to do is just add again,
195,5,1,00:13:34.162,00:13:35.788,00:00:01.626,you just add to both sides,
196,5,1,00:13:35.898,00:13:40.168,00:00:04.270,so it's basically just do it again I guess it's a,
197,5,1,00:13:40.418,00:13:44.129,00:00:03.711,,it's good practice to fully understand it
198,5,1,00:13:44.379,00:13:49.827,00:00:05.448,yeah and the only difference here is that it's flipped,
199,5,1,00:13:49.827,00:13:51.203,00:00:01.376,and that it has a p,
200,5,1,00:13:51.602,00:13:55.643,00:00:04.041,I don't know how that's supposed to confuse us in anyway whatsoever but (laughter),
201,5,1,00:13:57.550,00:14:01.660,00:00:04.110,,so I was going to cross that out because it's not really going to do much
202,5,1,00:14:01.869,00:14:06.319,00:00:04.450,yeah you could just cross at it first I mean pause filler yeah,
203,5,1,00:14:09.681,00:14:17.800,00:00:08.119,they write really weird on this paper because they have like oh I'm not allowed to showed it but they put like the nine after the p (laughter) like the plus eight after,
204,5,1,00:14:20.754,00:14:23.958,00:00:03.204,like the plus eight after,
205,5,1,00:14:24.448,00:14:25.346,00:00:00.898,I don't know,
206,5,1,00:14:25.795,00:14:27.351,00:00:01.556,,that's strange
207,5,1,00:14:27.471,00:14:28.090,00:00:00.619,I know,
208,5,1,00:14:28.908,00:14:30.853,00:00:01.945,college students you know all right,
209,5,1,00:14:30.853,00:14:31.133,00:00:00.280,,yeah
210,5,1,00:14:31.881,00:14:33.757,00:00:01.876,all right so you got that one,
211,5,1,00:14:33.757,00:14:36.000,00:00:02.243,I'm just going to do that to confirm it,
212,5,1,00:14:37.688,00:14:38.426,00:00:00.738,pause filler next page,
213,5,1,00:14:40.600,00:14:42.098,00:00:01.498,,this is subtraction right
214,5,1,00:14:42.936,00:14:43.505,00:00:00.569,yeah,
215,5,1,00:14:43.694,00:14:53.600,00:00:09.906,all right so basically what you do is that instead of adding like we did before we subtract,
216,5,1,00:14:53.600,00:14:53.961,00:00:00.361,whoo,
217,5,1,00:14:55.100,00:14:55.900,00:00:00.800,,yeah
218,5,1,00:14:56.000,00:14:58.000,00:00:02.000,and then (inaudible) because that's going to that's ,
219,5,1,00:14:59.234,00:15:01.834,00:00:02.600,because that's an that's a,
220,5,1,00:15:07.244,00:15:11.181,00:00:03.937,because that's a addition symbol,
221,5,1,00:15:11.840,00:15:19.163,00:00:07.323,pause filler and basically what you have to do is that you have to do the exact opposite of the symbol that's up there,
222,5,1,00:15:19.253,00:15:19.642,00:00:00.389,you see,
223,5,1,00:15:20.331,00:15:20.900,00:00:00.569,,yup
224,5,1,00:15:21.209,00:15:22.396,00:00:01.187,pause filler so basically,
225,5,1,00:15:25.500,00:15:27.400,00:00:01.900,it's really simple,
226,5,1,00:15:28.300,00:15:31.106,00:00:02.806,and then you just do it the other side I mean,
227,5,1,00:15:31.376,00:15:34.429,00:00:03.053,and they also made it okay this time,
228,5,1,00:15:34.429,00:15:37.053,00:00:02.624,so that's the part that confused me the most,
229,5,1,00:15:37.222,00:15:37.651,00:00:00.429,,yeah
230,5,1,00:15:37.841,00:15:38.290,00:00:00.449,yeah,
231,5,1,00:15:38.450,00:15:42.750,00:00:04.300,,so this is basically just six equals k
232,5,1,00:15:44.550,00:15:45.500,00:00:00.950,,right
233,5,1,00:15:48.257,00:15:48.587,00:00:00.330,pause filler yeah,
234,5,1,00:15:49.275,00:15:53.655,00:00:04.380,we don't even need to do that much work for that one because that's like simple simple math,
235,5,1,00:15:54.000,00:15:55.551,00:00:01.551,all right good job,
236,5,1,00:15:56.199,00:15:57.000,00:00:00.801,,thanks
237,5,1,00:15:58.364,00:16:00.609,00:00:02.245,all right next problem,
238,5,1,00:16:00.939,00:16:01.527,00:00:00.588,oh whoops,
239,5,1,00:16:01.707,00:16:02.764,00:00:01.057,I don't want to double-click,
240,5,1,00:16:02.764,00:16:04.550,00:00:01.786,thank you p keyboard,
241,5,1,00:16:07.000,00:16:12.482,00:00:05.482,all right this one is easier than it looks,
242,5,1,00:16:13.460,00:16:16.543,00:00:03.083,all you have to do is divide,
243,5,1,00:16:17.381,00:16:18.040,00:00:00.659,and then you're done,
244,5,1,00:16:19.500,00:16:21.000,00:00:01.500,,I think I got it already
245,5,1,00:16:22.500,00:16:23.400,00:00:00.900,you did,
246,5,1,00:16:23.308,00:16:24.914,00:00:01.606,,yeah I saw it
247,5,1,00:16:24.914,00:16:25.952,00:00:01.038,,and then it came to me
248,5,1,00:16:26.391,00:16:29.000,00:00:02.609,,but I think I'll do the math just in case okay
249,5,1,00:16:30.384,00:16:31.044,00:00:00.660,,okay
250,5,1,00:16:31.130,00:16:36.987,00:00:05.857,yeah because they want you to do the math and stuff like that because they have like cameras all around us and stuff,
251,5,1,00:16:37.964,00:16:40.100,00:00:02.136,,yeah I don't like camearas
252,5,1,00:16:39.800,00:16:41.200,00:00:01.400,I know they're scary (sfx),
253,5,1,00:16:46.000,00:16:48.000,00:00:02.000,,boy that floor looks really weird
254,5,1,00:16:49.500,00:16:52.432,00:00:02.932,looks like that's more like Malaysian symbol or something,
255,5,1,00:16:52.940,00:16:53.290,00:00:00.350,,yeah
256,5,1,00:16:53.838,00:16:58.500,00:00:04.662,,so yeah it is kind of is five
257,5,1,00:16:58.971,00:16:59.600,00:00:00.629,,right
258,5,1,00:16:59.927,00:17:01.195,00:00:01.268,erm five?,
259,5,1,00:17:04.255,00:17:06.500,00:00:02.245,how? explain your answer,
260,5,1,00:17:06.500,00:17:09.612,00:00:03.112,,okay I'll explain it in math
261,5,1,00:17:12.500,00:17:14.800,00:00:02.300,,got five
262,5,1,00:17:16.300,00:17:18.353,00:00:02.053,,it doesn't really look like a five
263,5,1,00:17:18.782,00:17:19.690,00:00:00.908,,so that's twenty
264,5,1,00:17:19.690,00:17:20.957,00:00:01.267,,so we got zero there
265,5,1,00:17:21.356,00:17:21.924,00:00:00.568,,no
266,5,1,00:17:24.010,00:17:25.417,00:00:01.407,,undo that
267,5,1,00:17:25.746,00:17:25.995,00:00:00.249,,no
268,5,1,00:17:25.995,00:17:26.285,00:00:00.290,,why
269,5,1,00:17:26.913,00:17:28.420,00:00:01.507,,I don't want it
270,5,1,00:17:28.420,00:17:29.717,00:00:01.297,,okay there we go
271,5,1,00:17:30.076,00:17:31.712,00:00:01.636,,we put the zero there
272,5,1,00:17:32.061,00:17:35.065,00:00:03.004,,and then five times four is twenty
273,5,1,00:17:35.065,00:17:39.904,00:00:04.839,,so you have an extra two y two twenty
274,5,1,00:17:39.944,00:17:41.001,00:00:01.057,,hey it is right
275,5,1,00:17:42.598,00:17:45.350,00:00:02.752,,I do my math right right
276,5,1,00:17:48.544,00:17:49.500,00:00:00.956,hold on,
277,5,1,00:17:52.176,00:17:52.724,00:00:00.548,pause filler forty-four,
278,5,1,00:17:54.200,00:17:56.286,00:00:02.086,then we go into that,
279,5,1,00:17:58.372,00:17:59.679,00:00:01.307,yeah you're correct,
280,5,1,00:17:59.868,00:18:00.377,00:00:00.509,,sweet
281,5,1,00:18:01.095,00:18:07.052,00:00:05.957,all right so basically what you do is that you'd say x equals five because pause filler the two twenty is gone,
282,5,1,00:18:07.052,00:18:08.359,00:00:01.307,and then the forty-four is gone,
283,5,1,00:18:08.359,00:18:11.093,00:00:02.734,so you just have to leave it at five so,
284,5,1,00:18:14.500,00:18:15.762,00:00:01.262,all right perfect line,
285,5,1,00:18:15.762,00:18:17.498,00:00:01.736,all right page five,
286,5,1,00:18:17.947,00:18:20.890,00:00:02.943,oh I don't want to double-click,
287,5,1,00:18:22.447,00:18:22.876,00:00:00.429,oh my gosh,
288,5,1,00:18:22.876,00:18:24.522,00:00:01.646,now it's showing me Adobe Flash Player,
289,5,1,00:18:25.200,00:18:26.737,00:00:01.537,this isn't an Adobe Flash game,
290,5,1,00:18:26.737,00:18:28.224,00:00:01.487,and I just closed another room,
291,5,1,00:18:28.892,00:18:31.666,00:00:02.774,well I don't think that did anything I hope (laughter),
292,5,1,00:18:31.866,00:18:35.936,00:00:04.070,all right what's this,
293,5,1,00:18:37.373,00:18:42.721,00:00:05.348,all right pause filler if you saw that that's just what I'm clarifying pause filler people CMU so,
294,5,1,00:18:42.721,00:18:50.264,00:00:07.543,,is that are there is that a minus with the thirteen p and forty-one or is that an equal sign
295,5,1,00:18:51.062,00:18:53.676,00:00:02.614,,for some reason I only see one line
296,5,1,00:18:55.252,00:18:57.088,00:00:01.836,oh you just have to click the screen again,
297,5,1,00:18:57.807,00:18:58.136,00:00:00.329,,oh
298,5,1,00:18:59.602,00:19:02.376,00:00:02.774,oh you see it now,
299,5,1,00:19:03.494,00:19:05.070,00:00:01.576,,yeah I faintly see it
300,5,1,00:19:05.070,00:19:07.195,00:00:02.125,,so I got that in mind now
301,5,1,00:19:07.195,00:19:13.251,00:00:06.056,pause filler it's minus nine plus thirteen p equals forty-one,
302,5,1,00:19:15.107,00:19:15.596,00:00:00.489,,yeah
303,5,1,00:19:16.734,00:19:19.338,00:00:02.604,,let's see how we would oh wait so we would
304,5,1,00:19:21.672,00:19:24.935,00:00:03.263,,add nine to the negative nine and forty-one
305,5,1,00:19:26.641,00:19:28.716,00:00:02.075,we'd add nine to forty-one,
306,5,1,00:19:28.716,00:19:31.799,00:00:03.083,we wouldn't do anything with subtraction,
307,5,1,00:19:33.376,00:19:35.800,00:00:02.424,,right so plus 
308,5,1,00:19:35.800,00:19:41.096,00:00:05.296,because we're just doing the opposite on the other side,
309,5,1,00:19:41.427,00:19:42.246,00:00:00.819,we're not really,
310,5,1,00:19:43.473,00:19:49.858,00:00:06.385,,oh yeah so the negative nine really doesn't have any value to us as of right now
311,5,1,00:19:49.858,00:19:52.871,00:00:03.013,yeah and all you have to do is do it on the other side too,
312,5,1,00:19:52.871,00:19:57.082,00:00:04.211,and then just cross it out because it says they said we have to like show our work,
313,5,1,00:19:57.082,00:19:58.798,00:00:01.716,and that's why we typically do it,
314,5,1,00:20:00.245,00:20:02.968,00:00:02.723,,yeah so only teachers could explain it this simply
315,5,1,00:20:04.800,00:20:07.398,00:00:02.598,hearing it from a kid is like ten times better,
316,5,1,00:20:07.927,00:20:09.045,00:00:01.118,,yeah why
317,5,1,00:20:09.045,00:20:10.851,00:00:01.806,,I can't draw on this
318,5,1,00:20:11.679,00:20:12.038,00:00:00.359,oh,
319,5,1,00:20:13.495,00:20:16.800,00:00:03.305,,okay let's see
320,5,1,00:20:18.204,00:20:18.932,00:00:00.728,,here we go
321,5,1,00:20:19.232,00:20:21.100,00:00:01.868,whoops,
322,5,1,00:20:21.885,00:20:23.512,00:00:01.627,,yeah I'll draw another one
323,5,1,00:20:23.851,00:20:24.440,00:00:00.589,all right,
324,5,1,00:20:24.539,00:20:25.500,00:00:00.961,,here we go
325,5,1,00:20:24.949,00:20:26.645,00:00:01.696,yeah yeah all right you got fifty,
326,5,1,00:20:27.183,00:20:28.830,00:00:01.647,,fifty and thirteen
327,5,1,00:20:28.830,00:20:31.284,00:00:02.454,and then here comes the trickier part,
328,5,1,00:20:31.484,00:20:39.200,00:00:07.716,you have (laughter) oh you have to divide fifty by thirteen,
